id,code,language_name,other_names,status,num_speakers,language_family,dialects,language_notes,language_notes2,countries,region,coordinates,endangered_status
8114,qvm,Alto Marañón Quechua,Margos-Yarowilca-Lauricocha Quechua; Margos-Yarowilca-Lauricocha Quechua; Upper Marañón Quechua,"Vulnerable (60 percent certain, based on the evidence available)","83,400",Quechuan; Central Quechua; Ap-am-ah,NA,NA,"The question of how to distinguish between entities that are dialects of a single language vs. those that are separate languages is particularly serious in the case of Quechuan languages and dialects, and much work remains to be done. Though it is well-known and very clear that there are a number of distinct languages in the Quechuan complex, some very distinct, the tendency to consider them all merely dialects of “Quechua” persists in many circles. (Cerrón-Palomino 1987.)

Alto Marañón Quechua [qvm] is sometimes listed as an alternate name of Alto Huallaga [qub], as both are Ap-am-ah Central Quechuan languages. However, according to some linguists the two are different languages, and according to others they are dialects.

This area corresponds to the Upper Marañón Valley in southwestern Huánuco; this variant should be close to Huallaga (Huánuco) Quechua (Willem Adelaar personal communication).",Peru;,South America,"-9.932, -76.242",Vulnerable
10547,dia,Alu,Dia; Galu; Metru; Sinagen,"Threatened (20 percent certain, based on the evidence available)","1,880",Torricelli; Wapei,NA,NA,NA,Papua New Guinea;,Pacific,"-3.39, 142.25",Threatened
3567,xua,Alu Kurumba,"Alu Kurumba Nonstandard Kannada; Pal Kurumba; Hal Kurumba; Kurumba, Alu","Threatened (20 percent certain, based on the evidence available)","~1,000",Dravidian; South Dravidian,NA,NA,NA,India;,South Asia,"11.35, 76.80",Threatened
1329,alp,Alune,Sapalewa; Patasiwa Alfoeren;,"Vulnerable (20 percent certain, based on the evidence available)","17,200",Austronesian; Malayo-Polynesian; Central Maluku; Nunusaku,Kairatu; North Coastal Alune; Central West Alune; South Alune; Central East Alune;,NA,NA,Indonesia;,Southeast Asia,"-3.0,128.333333333",Vulnerable
7249,yna,Aluo,阿羅語; Ala; Naluo; Yala; Lila; Laka; Gan Yi,"Endangered (40 percent certain, based on the evidence available)","<40,000",Sino-Tibetan; Lolo-Burmese,NA,NA,NA,China;,East Asia,"25.9368, 102.1839",Endangered
672,ems,Alutiiq,"Sugpiaq; Pacific Gulf Yupik;; Sugpiak; ""Eskimo""; Chugach ""Eskimo""; Koniag-Chugach; Suk; Sugcestun; South Alaska ""Eskimo""; Yupik (Pacific Gulf ); šuk/suk Sugpiaq; ""Aleut""; アリュティーク語;","Severely Endangered (80 percent certain, based on the evidence available)",200,Eskimo-Aleut; Eskimo; Yupik,"Koniag, Chugach",NA,NA,USA;,North America,"57.793056, -152.394167",Severely Endangered
947,alr,Alutor,Alyutor; Алюторский язык; nəməlʔu; Aliutor; Olyutor;,"Severely Endangered (80 percent certain, based on the evidence available)","<2,000",Chukotko-Kamchatkan; Chukotkan,Alutorskij (Alutor); Karaginskij (Koryak); Palanskij (Palana);,NA,NA,Russia;,Caucasus;Europe;East Asia,"61.0,165.0",Severely Endangered
3878,avd,Alviri-Vidari,NA,"Severely Endangered (20 percent certain, based on the evidence available)",NA,Indo-European; Indo-Iranian; Iranian; Western Iranian,Vidar; Alvir,NA,NA,Iran;,Near East,"38.2036, 48.2519",Severely Endangered
5249,aly,Alyawarr,Alyawarra; Alyawarre; Aljawara; Iliaura; Yowera; Illiaura; Iljaura; Ilyuarra; Illyowra; Aliawara; Aliwara; Alja:wara; Yalyuwara; Alyawara; Jaljuwara; Ilawara; Ilja:wara; Iljauara; Iljawara; Illaura; Illura; Iloura; Ilyauarra; Ilyaurra; Ilyawara; Ilyowra; Ilywara;,"Vulnerable (100 percent certain, based on the evidence available)","1,664",Pama-Nyungan; Arandic,NA,NA,NA,Australia;,Australia,"-22.29152242,135.9637093",Vulnerable
10662,amm,Ama,Sawiyanu; Waniabu; Neinbonei,"Vulnerable (60 percent certain, based on the evidence available)",450,Left May,NA,NA,NA,Papua New Guinea;,Pacific,"-4.20, 141.66",Vulnerable
1330,amq,Amahai,Amahei,"Critically Endangered (40 percent certain, based on the evidence available)",50,Austronesian; Malayo-Polynesian; Central Maluku; Nunusaku,Makariki; Rutah; Soahuku,NA,NA,Indonesia;,Southeast Asia,"-3.3352, 128.9314",Critically Endangered
674,amc,Amahuaca,Amawaka; Ameuhaque; Sayaco; Ipitineri; Amaguaco; Amawaka language area;,"Severely Endangered (20 percent certain, based on the evidence available)",~100,Pano-Tacanan; Mainline,Inuvaken; Viwivakeu; Nishinawa (extinct); Yumanawa (extinct);,NA,Isconahua [isc] is either a dialect of Amahuaca or a separate language; Ethnologue lists it as a separate language.,Brazil;Peru;,South America,"-10.5,-72.5",Severely Endangered
10582,aad,Amal,Amel; Alai,"Endangered (20 percent certain, based on the evidence available)",388,Sepik,NA,NA,NA,Papua New Guinea;,Pacific,"-4.05, 142.00",Endangered
10377,"kzg, xug, ryn, okn, ams, tkn, yox",Amami-North Okinawan,Kikai; Kunigami; Northern Amami-Oshima; Oki-no-Erabu; Southern Amami-Oshima; Toku-no-Shima; Yoron; Ryukyuan; Oshima; Osima; Oosima; Northern Ryukyuan; Amami-Osima; Okinoerabu; Okierabu; Tokunosima; 奄美語; 奄美方言; 国頭語; 国頭方言,"Endangered (100 percent certain, based on the evidence available)","~100,000",Japonic; Ryukyuan; Northern Ryukyuan,Onotsu; Nago; Sani; Naze; West Oki-No-Erabu; East Oki-No-Erabu; Kametsu,NA,"This language consists of Kikai (kzg), Kunigami (xug), Northern Amami-Oshima (ryn), Oki-no-Erabu (okn), Southern Amami-Oshima (ams), Toku-no-Shima (tkn), and Yoron (yox).",Japan;,East Asia,"28.3672,129.4958; 26.7186,128.2131; 28.3672,129.4958; 26.7186,128.2131; 28.3672,129.4958; 28.3672,129.4958; 26.7186,128.2131",Endangered
10670,amn,Amanab,NA,"Threatened (20 percent certain, based on the evidence available)","3,500",Border; Waris,Northern; Western; Eastern,NA,NA,Indonesia;Papua New Guinea;,Southeast Asia;Pacific,"-3.55, 141.18",Threatened
3836,ama,Amanayé,Amanajé; Manaze; Amanage; Manaxo; Manajo; Manazo; Amanyé; Anambé; Guajá; Urubú; Amanajé; Amanayé language area;,Dormant (),0?,Tupian; Tupi-Guaranian; Xingu,NA,NA,NA,Brazil;,South America,"-3.7327,-49.1088",Dormant
3694,aie,Amara,Longa; Bibling,"Endangered (100 percent certain, based on the evidence available)",<231,Austronesian; Malayo-Polynesian; Oceanic; North New Guinea,NA,NA,"""... [T]here are two alternate names for the Amara language, Longa and Bibling. Though the Amara people recognize those names, they reported that they prefer their language to be called Amara."" (Carter, et al. 2012)",Papua New Guinea;,Pacific,"-5.516550, 148.765182; -5.485110, 148.676949; -5.533295, 148.588715",Endangered
9171,aaz,Amarasi,Timor Amarasi;,"Vulnerable (20 percent certain, based on the evidence available)","70,000",Austronesian; Malayo-Polynesian; Timor,Ro'is Hero (Kopa); Ro'is; Kotos; Ro'is Tais Nonof;,"Part of Uab Meto language chain. Similar to Uab Meto [aoz], but with differences in phonology, vocabulary, and discourse, with semantic shifts, structural differences, intelligibility problems. Ro'is Tais Nonof dialect has intonation like Ro'is dialect, vocabulary like Kotos dialect. Southwest tip of Timor Island. 80 villages. Kotos is central and east, Ro'is is west, Ro'is Tais Nonof is south, Ro'is Hero surrounded by Helong.",NA,Indonesia;,Southeast Asia,NA,Vulnerable
10639,aew,Ambakich,Aion; Porapora,"Endangered (80 percent certain, based on the evidence available)",770,Lower Sepik-Ramu; Ramu; Grass,Northern; Southern,NA,NA,Papua New Guinea;,Pacific,"-4.20, 144.25",Endangered
6310,ael,Ambele,Tinta; Ambala; Bata'o; Lembala; Tentwa';,"Vulnerable (100 percent certain, based on the evidence available)","3,600",Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,NA,NA,"Alternate names are self-reported by Ambele-speaking people according to Ayotte and Ayotte, 2002.",Cameroon;,Africa,"5.868,9.765",Vulnerable
10606,"abt, wos",Ambulas,Abelam; Abulas; Ambelas; Hanga Hundi; Kwasengen; West Wosera,"Vulnerable (20 percent certain, based on the evidence available)","33,000",Sepik; Ndu,Wosera; West Wosera; Maprik,NA,"Ethnologue (18th edition) lists separate entries for ""Ambulas"" [abt] and ""Hanga Hundi"" [wos], the latter of which is considered a dialect (called ""West Wosera"") by Laycock (1973).",Papua New Guinea;,Pacific,"-3.78, 143.06",Vulnerable
4589,amj,Amdang,Mimi; Mima; Mututu; Biltine; Andang; Andangti; Mime;,"Threatened (60 percent certain, based on the evidence available)",NA,Furan,NA,NA,NA,Chad;,Africa,"14.624780, 20.944645; 13.719374, 20.768572;",Threatened
8740,aqd,Ampari,Ampari Dogon; Ambeenge; Ampari; Pignari,"Threatened (20 percent certain, based on the evidence available)","5,200",Niger-Congo; Dogon; West Dogon,NA,NA,NA,Mali;,Africa,"14.257728, -3.90712",Threatened
1333,law-amp,Ampibabo,NA,"Threatened (40 percent certain, based on the evidence available)","6,000",Austronesian; Malayo-Polynesian; Celebic; Tomini-Tolitoli,NA,NA,NA,Indonesia;,Southeast Asia,NA,Threatened
2012,amt,Amto,Ki; Siwai; Siawi; Siafli,"Endangered (20 percent certain, based on the evidence available)",230,Amto-Musan,NA,NA,NA,Papua New Guinea;,Pacific,"-4.052936077, 141.3284454",Endangered
1646,ame,Amuesha,Amuexa; Yanesha'; Amoesha; Yanesha; Amuese; Amueixa; Amoishe; Amagues; Amage; Omage; Amajo; Lorenzo; Amuetamo; Amaje;,"Threatened (20 percent certain, based on the evidence available)","8,000",Arawakan; Southern Arawakan; Western,NA,NA,NA,Peru;,South America,"-10.5,-75.4166666667",Threatened
8556,1ot,Amur Nivkh,Nivx; Gilyak; амурский нивхский язык; Nivukhi; Ghilyak; Ghiliak; Gelyak; Giriyaaku; Нивхгу диф; Ньиғвӈгун; гиляцкий язык;,"Severely Endangered (80 percent certain, based on the evidence available)",<500,Nivkh,NA,NA,"Nivkh is often regarded as an isolate, but, like Ainu, it may also be viewed as a small family, comprising two closely related, but mutually unintelligible, languages; attempts to demonstrate the existence of a genetic connection between Nivkh and other families have not given generally accepted results.",Russia;,Caucasus;Europe;East Asia,"53.2684,140.4107",Severely Endangered
1382,amg,Amurdak,Wureidbug; Amurag;  A'moordiyu; Amarak; Amardak; Amurdag; Amurrag; Amurrak; Amurtak; Amuruk; Mamurug; Monobar; Namurug; Nga:mr:rak; Nga:mu:rak; Ngamurag; Ngamurak; Umoreo; Umoriu; Umorrdak; Wardadjbak; Woraidbug;Amarag;,"Critically Endangered (20 percent certain, based on the evidence available)",3-5,Iwaidjan,Gidjurra; Urrirrk;,NA,NA,Australia;,Australia,"-11.149603,132.576973",Critically Endangered
8598,anw,Anaang,Anang; Annang;,"Vulnerable (40 percent certain, based on the evidence available)","733,040",Niger-Congo; Atlantic-Congo; Benue-Congo; Delta Cross,Ikot Ekpene; Ukanafun; Abak;,NA,NA,Nigeria;,Africa,"5.193697,7.933819; 4.990398,7.763793; 4.943625,7.577806; 4.846049,7.749283;",Vulnerable
9909,akg,Anakalangu,Anakalang,"Vulnerable (20 percent certain, based on the evidence available)",">25,000",Austronesian; Malayo-Polynesian; Sumba-Hawu,NA,NA,NA,Indonesia;,Southeast Asia,"-9.576376, 119.586182",Vulnerable
675,anm,Anal,Namfau;,"Endangered (40 percent certain, based on the evidence available)",NA,Sino-Tibetan; Kukish,Mulsom; Laizo;,NA,NA,India;Myanmar;,South Asia;Southeast Asia,"24.1517,93.9385",Endangered
4954,pda,Anam,Pondoma;,"Threatened (20 percent certain, based on the evidence available)","1,070",Trans-New Guinea; Madang,NA,NA,NA,Papua New Guinea;,Pacific,"-4.811839, 145.008545",Threatened
1570,aan,Anambé of Cairarí,Anambé,Dormant (),Ø,Tupian; Tupi-Guaranian; Xingu,NA,Not to be confused with Anambé of Ehrenreich.,NA,Brazil;,South America,NA,Dormant
5448,ajn,Andajin,Andidja;,"Critically Endangered (20 percent certain, based on the evidence available)",2,Worrorran; Southern Worrorran,NA,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",NA,Australia;,Australia,"-17.37660823,126.2592854",Critically Endangered
10656,aod,Andarum,NA,"Endangered (20 percent certain, based on the evidence available)",830,Lower Sepik-Ramu; Ramu; Ataitan,NA,NA,NA,Papua New Guinea;,Pacific,"-4.49, 144.77",Endangered
10777,NA,Ande,Morouas,"Endangered (20 percent certain, based on the evidence available)",500,Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,NA,NA,NA,Vanuatu;,Pacific,"-15.470705,166.936238;",Endangered
948,ani,Andi,Qwannab; qwavannab micci; андийский язык; ანდიური ენა; къIaваннаб мицци; Andiy; Andii; Qandisel,"Vulnerable (60 percent certain, based on the evidence available)","10,000-20,000",Northeast Caucasian; Daghestanian; Andic,Munin; Gagatl; Zilo; Rikvani; Kvanxidatl;,NA,NA,Russia;,Caucasus;Europe;East Asia,"42.75,46.25",Vulnerable
1334,bzb,Andio,Masama; Andio'o; Imbao'o,"Threatened (40 percent certain, based on the evidence available)","1,700",Austronesian; Malayo-Polynesian; Celebic; Saluan-Banggai,NA,NA,NA,Indonesia;,Southeast Asia,"-.8514,123.1457",Threatened
1571,anb,Andoa,Andoa; Gae; Siaviri; Semigae; Shimigae; Gaye; Arabela-Andoa;,Dormant (),Ø,Zaparoan,NA,NA,NA,Peru;,South America,"-2.6796,-76.2011",Dormant
676,ano,Andoque,Andoke; Cho'oje; Patsiaehé; Businka; Cha'oie; Paasi-ahá; Paasiaja,"Endangered (20 percent certain, based on the evidence available)",597,Isolate; South American,NA,NA,NA,Colombia;,South America,"-0.666666666667,-72.0",Endangered
10821,NA,Anejom̃,Aneityum,"Endangered (20 percent certain, based on the evidence available)",900,Austronesian; Malayo-Polynesian; Oceanic,NA,NA,NA,Vanuatu;,Pacific,"-20.176517,169.813967;",Endangered
10806,anz,Anem,Anêm,"Endangered (20 percent certain, based on the evidence available)",843,Isolate; Pacific,NA,NA,"""Some hypotheses relate Anem to other languages of New Britain, especially with Pete-Ata, and the East Papuan islands based on typology or pronouns (see Dunn et al. 2005a,b, Ross 2001, Thurston 1992) but the resemblances are much too minor to conclude a genealogical relation."" (Hammarström, forthcoming)",Papua New Guinea;,Pacific,NA,Endangered
2675,myo,Anfillo,Southern Mao; Mao; South Mao; Anfilo;,"Endangered (20 percent certain, based on the evidence available)",~500,Afro-Asiatic; Omotic; Gonga,NA,NA,NA,Ethiopia;,Africa,"8.5049,34.7415",Endangered
1572,aqt,Angaité,Angaite; Angate; Enenlhet; Enlit; Covavitis; Covahloc;,"Severely Endangered (100 percent certain, based on the evidence available)",780,Mascoyan,NA,NA,NA,Paraguay;,South America,NA,Severely Endangered
10673,agg,Angor,Anggor; Senagi; Watapor,"Threatened (20 percent certain, based on the evidence available)","1,250",Senagi,NA,NA,NA,Papua New Guinea;,Pacific,"-3.72, 141.20",Threatened
10629,"aog, myd",Angoram,Kanda; Olem; Pondo; Sepik No. 1; Tjimundo; Maramba,"Threatened (20 percent certain, based on the evidence available)","6,514",Lower Sepik-Ramu; Lower Sepik,NA,"Ethnologue (21st ed.) contains a separate entry for a ""Maramba"" language [myd], supposedly belonging to the Yuat family. The people of Maramba village, however, speak Angoram (aka Kanda).",NA,Papua New Guinea;,Pacific,"-4.08, 144.03",Threatened
3809,blo,Anii,"Gisida; Basila; Bassila; Baseca; ""Winji-Winji""; ""Ouinji-Ouinji""; Akpe;","Vulnerable (100 percent certain, based on the evidence available)","<25,000",Niger-Congo; Atlantic-Congo; Kwa,Ananjubi; Balanka; Akpe; Gikolodjya; Gilempla; Gisème; Giseda;,NA,The preferred name of the language is Anii; other names may have derogatory connotations and should not be used. (Tompkins & Kluge 2008),Togo;Benin;,Africa,"9.032,1.657; 9.234,1.554",Vulnerable
3305,anf,Animere,Anyimere; Kunda;,"Severely Endangered (60 percent certain, based on the evidence available)",30,Niger-Congo; Atlantic-Congo; Kwa,NA,NA,NA,Ghana;,Africa,"7.6129,.4064",Severely Endangered
2025,aoi,Anindilyakwa,Amakurupa; Andilagwa; Andiljangwa; Andiljaugwa; Andiljaukwa; Andilyaugwa; Anindhilyakwa; Anindilyaugwa; Aninhdhilyagwa; Awarikpa; En Indiljaugwa; Enindhilyagwa; Enindiljaugwa; Eninhdhilyagwa; Groote Eylandt; Ingura; Lamadalpu; Wani-Ndiljaugwa; Wanindilyaugwa; Wanindilyaugwa Ingura; Warnindilyakwa;,"Threatened (20 percent certain, based on the evidence available)","~1,500",Gunwinyguan; East Arnhem,NA,NA,NA,Australia;,Australia,"-14.05312996,136.6124148",Threatened
3840,amx,Anmatyerre,Anmatjirra; Anmatjera; Unmatjera; Imatjera; Urmitchee; Nmatjera; Inmatjera; Anmatjara; Janmadjara; Janmatjiri; Yanmedjara; Yandmadjari;,"Threatened (80 percent certain, based on the evidence available)",501-1000,Pama-Nyungan; Arandic,Western Anmatyerre; Eastern Anmatyerre;,NA,NA,Australia;,Australia,"-21.98277477,133.4290339",Threatened
4904,nun,Anong,Anung; Anoong; Añú; Nu; Lu; Lutzu; Lutze; Kiutze; Khanung; Kwinp'ang; Khupang; Kwingsang; Fuch'ye; Anu; Nu-tzŭ; Kuhpang; 阿儂語; ရဝမ်,"Critically Endangered (100 percent certain, based on the evidence available)",~ 4040 (40 in China),Sino-Tibetan; Nungish,Gwaza; Cholo; Miko,NA,NA,China;Myanmar;,Southeast Asia;East Asia,"27.100, 98.700",Critically Endangered
10643,anj,Anor,NA,"Endangered (20 percent certain, based on the evidence available)",450,Lower Sepik-Ramu; Ramu; Middle Ramu,NA,NA,NA,Papua New Guinea;,Pacific,"-4.98, 144.80",Endangered
3110,ant,Antakirinya,Kadjilaranda; Madutara; Mbenderinga; Ngonde; Njuntundjara; Tangara; Untergerrie; Walarangunja; Walarenunga; Yandairunga; Aldolinga; Aluna; Andagarinja; Andagarinya; Andagirinja; Andegilliga; Andekarinja; Andgari; Andigari; Andigarina; Andigarinya; Andigiri; Andigirinji; Andingiri; Andjirigna; Andjiringna; Andrgrinji; Anjirigna; Antakarinja; Antakerinya; Antakirinja;  Antegarinya; Antekarinja; Anterrikanya; Antigari; Antigerinya; Antikarinya; Antikirinya; Antin-gari; Antakerrinya; Unterrgerrie; Anderkerinja;Antakarinya;,"Severely Endangered (20 percent certain, based on the evidence available)",50,Pama-Nyungan; Wati,NA,NA,NA,Australia;,Australia,"-27.05245189,134.4007513",Severely Endangered
